pod,CPU(m),MEMORY(Mi)
ai-prediction-7b6c54f4c9-hwsvl,0.0016773754966979081,120.2265625
storage-provisioner,0.0018473554614399713,25.19140625
ai-prediction-7b6c54f4c9-7zkmv,0.0016674594087887399,119.2578125
ai-prediction-7b6c54f4c9-6zfvf,0.001661410162118449,143.7109375
ai-prediction-7b6c54f4c9-fgc5k,0.0016431784981904818,118.2421875
my-nginx-5b584c864b-vrlxm,0.0,25.484375
kube-proxy-8qcpv,0.0008107870460014931,44.515625
ai-prediction-7b6c54f4c9-ww4s4,0.0016631629742577818,124.5546875
coredns-668d6bf9bc-hmppb,0.0024090640664943368,45.12890625
etcd-minikube,0.026683227776360917,141.88671875
kube-controller-manager-minikube,0.018100679999999928,99.68359375
metrics-server-8467fcc7b7-ljv6z,0.0036655661689121667,44.8515625
kube-scheduler-minikube,0.008268577949682915,47.87890625
kube-apiserver-minikube,0.06087732830162294,544.53515625
prometheus-prometheus-kube-prometheus-prometheus-0,0.014919477315215911,252.30078125
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0016375304407971495,44.54296875
prometheus-grafana-68589f687c-xbp7f,0.017919144736842106,310.5859375
prometheus-prometheus-node-exporter-9r6zb,0.0013865172182862791,18.2578125
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0012670090954784226,33.79296875
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0009630778761268868,53.48046875
ai-failure-predictor-6fdf7887f9-dnttx,0.0,0.5078125
ai-failure-predictor-fd6ddcf5c-rv5g8,0.009970963761643662,138.10546875
ai-prediction-7b6c54f4c9-hwsvl,0.0016604951570559142,120.2265625
storage-provisioner,0.0018170139818931795,25.2890625
ai-prediction-7b6c54f4c9-7zkmv,0.0017310390343080316,119.2578125
ai-prediction-7b6c54f4c9-6zfvf,0.0017006726337704915,143.7109375
ai-prediction-7b6c54f4c9-fgc5k,0.0016699792811975976,118.2421875
my-nginx-5b584c864b-vrlxm,0.0,25.484375
kube-proxy-8qcpv,0.0008912700895827244,44.53515625
ai-prediction-7b6c54f4c9-ww4s4,0.0017184890851116089,124.5546875
coredns-668d6bf9bc-hmppb,0.002503944596335968,44.61328125
etcd-minikube,0.025167028796296224,142.2421875
kube-controller-manager-minikube,0.01909683169628693,99.69140625
metrics-server-8467fcc7b7-ljv6z,0.003729109837315106,44.859375
kube-scheduler-minikube,0.00842941867416918,48.03125
kube-apiserver-minikube,0.053569139515178506,544.6875
prometheus-prometheus-kube-prometheus-prometheus-0,0.015968503682065274,252.55859375
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0016164688067624824,45.26171875
prometheus-grafana-68589f687c-xbp7f,0.018374798012941302,310.79296875
prometheus-prometheus-node-exporter-9r6zb,0.0013425468751646838,18.515625
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.001243928641818096,33.80078125
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.001080598954644608,53.32421875
ai-failure-predictor-6fdf7887f9-dnttx,0.0,0.5078125
ai-failure-predictor-fd6ddcf5c-rv5g8,0.0018278249811813773,138.10546875
ai-prediction-7b6c54f4c9-hwsvl,0.0016831856838466835,120.2265625
storage-provisioner,0.0017560789411764685,25.30078125
ai-prediction-7b6c54f4c9-7zkmv,0.0016966910351467164,119.2578125
ai-prediction-7b6c54f4c9-6zfvf,0.0016731342858363814,143.72265625
ai-prediction-7b6c54f4c9-fgc5k,0.0016422694766590293,118.2421875
my-nginx-5b584c864b-vrlxm,0.0,25.484375
kube-proxy-8qcpv,0.0007098972210310247,45.23046875
ai-prediction-7b6c54f4c9-ww4s4,0.0016957743215251263,124.5546875
coredns-668d6bf9bc-hmppb,0.002319706376177695,44.61328125
etcd-minikube,0.025269848496422276,142.21875
kube-controller-manager-minikube,0.018491403934270758,99.875
metrics-server-8467fcc7b7-ljv6z,0.003674054332199918,44.859375
kube-scheduler-minikube,0.007993890499067968,47.99609375
kube-apiserver-minikube,0.053939590007718974,547.125
prometheus-prometheus-kube-prometheus-prometheus-0,0.015960772916819098,253.18359375
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0014945103310712664,44.33984375
prometheus-grafana-68589f687c-xbp7f,0.018590252767279786,310.9609375
prometheus-prometheus-node-exporter-9r6zb,0.001321447159405286,17.296875
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0012531971212919098,33.8046875
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0009209299566220314,51.609375
ai-failure-predictor-6fdf7887f9-dnttx,0.0,0.5078125
ai-failure-predictor-fd6ddcf5c-rv5g8,0.0017972267610437069,138.10546875
ai-prediction-7b6c54f4c9-hwsvl,0.0016799041303050821,120.2265625
storage-provisioner,0.0018614500552306353,25.38671875
ai-prediction-7b6c54f4c9-7zkmv,0.0017027127209698126,119.2578125
ai-prediction-7b6c54f4c9-6zfvf,0.0017011860854538438,143.72265625
ai-prediction-7b6c54f4c9-fgc5k,0.0016361202572437441,118.2421875
my-nginx-5b584c864b-vrlxm,0.0,25.484375
kube-proxy-8qcpv,0.0007176872995112404,46.03515625
ai-prediction-7b6c54f4c9-ww4s4,0.0016947927852054645,124.5546875
coredns-668d6bf9bc-hmppb,0.0024814166912882642,42.3984375
etcd-minikube,0.026628299707566413,142.34375
kube-controller-manager-minikube,0.019485357161059254,99.88671875
metrics-server-8467fcc7b7-ljv6z,0.0037121995857488832,44.85546875
kube-scheduler-minikube,0.008343628738262712,48.15234375
kube-apiserver-minikube,0.054011915922686615,559.84375
prometheus-prometheus-kube-prometheus-prometheus-0,0.01514635739242751,253.71484375
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.001464179946961659,44.59375
prometheus-grafana-68589f687c-xbp7f,0.018334510178995633,310.953125
prometheus-prometheus-node-exporter-9r6zb,0.0012192995107886513,18.2890625
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0012954681882298051,33.81640625
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0008941975329265744,51.61328125
ai-failure-predictor-6fdf7887f9-dnttx,0.0,0.5078125
ai-failure-predictor-fd6ddcf5c-rv5g8,0.0018719866861128353,138.10546875
ai-prediction-7b6c54f4c9-hwsvl,0.0016125615431280783,120.2265625
storage-provisioner,0.0017698730437129028,25.6328125
ai-prediction-7b6c54f4c9-7zkmv,0.0017119462125652434,119.2578125
ai-prediction-7b6c54f4c9-6zfvf,0.0017321396620103185,143.72265625
ai-prediction-7b6c54f4c9-fgc5k,0.0016704019771752571,118.2421875
my-nginx-5b584c864b-vrlxm,0.0,25.484375
kube-proxy-8qcpv,0.0006774274750898045,46.04296875
ai-prediction-7b6c54f4c9-ww4s4,0.0016204519759001768,124.55859375
coredns-668d6bf9bc-hmppb,0.002308138965065081,43.5390625
etcd-minikube,0.02653453948063481,142.58984375
kube-controller-manager-minikube,0.0192713974798759,100.171875
metrics-server-8467fcc7b7-ljv6z,0.003797581871137315,44.984375
kube-scheduler-minikube,0.00824259677860066,48.16015625
kube-apiserver-minikube,0.054440056819188315,560.2421875
prometheus-prometheus-kube-prometheus-prometheus-0,0.015599383712666528,243.58984375
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0015205233341543608,44.8984375
prometheus-grafana-68589f687c-xbp7f,0.01785665778891486,311.12890625
prometheus-prometheus-node-exporter-9r6zb,0.001183209035106499,18.4609375
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.001319322292023604,33.82421875
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0009666892791991666,50.58203125
ai-failure-predictor-6fdf7887f9-dnttx,0.0,0.5078125
ai-failure-predictor-fd6ddcf5c-rv5g8,0.0018538546822411404,138.10546875
ai-prediction-7b6c54f4c9-hwsvl,0.0017348998305592397,120.625
storage-provisioner,0.0017385844290846747,31.26953125
ai-prediction-7b6c54f4c9-7zkmv,0.0017505407720429238,117.33984375
ai-prediction-7b6c54f4c9-6zfvf,0.001769065811007246,126.23828125
ai-prediction-7b6c54f4c9-fgc5k,0.001783782477554543,116.375
my-nginx-5b584c864b-vrlxm,0.0,25.23046875
kube-proxy-8qcpv,0.0009305804635203204,42.75
ai-prediction-7b6c54f4c9-ww4s4,0.0017936130310181983,121.0546875
coredns-668d6bf9bc-hmppb,0.0024650698987269196,41.71484375
etcd-minikube,0.027940903011749414,138.765625
kube-controller-manager-minikube,0.020258247522896306,99.734375
metrics-server-8467fcc7b7-ljv6z,0.003699527505718952,40.21875
kube-scheduler-minikube,0.008708930821211752,44.578125
kube-apiserver-minikube,0.05540883583190655,578.81640625
prometheus-prometheus-kube-prometheus-prometheus-0,0.016219471252900734,278.44921875
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0017548038844383128,50.27734375
prometheus-grafana-68589f687c-xbp7f,0.01894952443308625,339.37109375
prometheus-prometheus-node-exporter-9r6zb,0.0016181657765588907,21.57421875
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0012467269678724567,39.9140625
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0008436270323615888,56.3515625
ai-failure-predictor-9c85d9fd5-zszv6,0.0019218676923825307,132.23046875
ai-failure-predictor-5f98c69556-mmzkr,0.0018815870649415186,176.94140625
ai-prediction-7b6c54f4c9-hwsvl,0.001713954619837008,120.625
storage-provisioner,0.0017726056722258759,31.25
ai-prediction-7b6c54f4c9-7zkmv,0.0017424411941311844,117.34765625
ai-prediction-7b6c54f4c9-6zfvf,0.0017541573327954172,126.1953125
ai-prediction-7b6c54f4c9-fgc5k,0.001799216260707966,116.375
my-nginx-5b584c864b-vrlxm,0.0,25.17578125
kube-proxy-8qcpv,0.0009868482637635878,39.90234375
ai-prediction-7b6c54f4c9-ww4s4,0.001784927100901833,121.0078125
coredns-668d6bf9bc-hmppb,0.0026347493504895758,39.72265625
etcd-minikube,0.026947781979088977,139.03515625
kube-controller-manager-minikube,0.020340073151615404,100.20703125
metrics-server-8467fcc7b7-ljv6z,0.0038469194060376344,40.11328125
kube-scheduler-minikube,0.008570025440069242,44.4765625
kube-apiserver-minikube,0.05300344986490463,578.9296875
prometheus-prometheus-kube-prometheus-prometheus-0,0.01578137239331583,277.97265625
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0019131426052396865,50.83203125
prometheus-grafana-68589f687c-xbp7f,0.01792217648150812,339.0234375
prometheus-prometheus-node-exporter-9r6zb,0.0013244894398755053,23.390625
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0013418604978054501,39.11328125
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0008520939538956386,56.95703125
ai-failure-predictor-9c85d9fd5-zszv6,0.0018527775899435418,132.203125
ai-failure-predictor-5f98c69556-mmzkr,0.0018858319824806113,175.90234375
ai-prediction-7b6c54f4c9-hwsvl,0.001775377039530822,120.625
storage-provisioner,0.0018142215525379427,31.07421875
ai-prediction-7b6c54f4c9-7zkmv,0.0016884623338368433,116.9765625
ai-prediction-7b6c54f4c9-6zfvf,0.0017314537183687397,125.76953125
ai-prediction-7b6c54f4c9-fgc5k,0.00177200148263105,115.953125
my-nginx-5b584c864b-vrlxm,0.0,25.16015625
kube-proxy-8qcpv,0.000876636425925926,39.90234375
ai-prediction-7b6c54f4c9-ww4s4,0.0017504537596494502,120.98828125
coredns-668d6bf9bc-hmppb,0.0024582102090230733,41.19140625
etcd-minikube,0.027590934733185565,139.69921875
kube-controller-manager-minikube,0.01916232425115277,100.44921875
metrics-server-8467fcc7b7-ljv6z,0.003866283148490337,40.17578125
kube-scheduler-minikube,0.008176026208442945,44.55859375
kube-apiserver-minikube,0.055108356537235316,579.19921875
prometheus-prometheus-kube-prometheus-prometheus-0,0.01591641888311206,278.90625
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0019223465557896466,50.8515625
prometheus-grafana-68589f687c-xbp7f,0.01818992153801884,339.55859375
prometheus-prometheus-node-exporter-9r6zb,0.001202337238837298,23.41796875
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.001383020762104436,39.09765625
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0009120286423943012,56.78125
ai-failure-predictor-9c85d9fd5-zszv6,0.0018940366253942702,132.171875
ai-failure-predictor-5f98c69556-mmzkr,0.0017905564076577793,175.80078125
ai-prediction-7b6c54f4c9-hwsvl,0.0017250947165876002,120.625
storage-provisioner,0.0016778649827622635,31.48828125
ai-prediction-7b6c54f4c9-7zkmv,0.0017035451597322826,116.9765625
ai-prediction-7b6c54f4c9-6zfvf,0.0016888913985937503,125.7265625
ai-prediction-7b6c54f4c9-fgc5k,0.0016845303436635014,115.953125
my-nginx-5b584c864b-vrlxm,0.0,25.16015625
kube-proxy-8qcpv,0.0009300806159227123,40.78125
ai-prediction-7b6c54f4c9-ww4s4,0.0017196780257156307,120.98828125
coredns-668d6bf9bc-hmppb,0.0023822034567121827,42.24609375
etcd-minikube,0.026301612174463525,138.52734375
kube-controller-manager-minikube,0.019595968638235477,100.5625
metrics-server-8467fcc7b7-ljv6z,0.003760766881697114,40.16796875
kube-scheduler-minikube,0.008334844189703665,44.79296875
kube-apiserver-minikube,0.05326263441715729,579.06640625
prometheus-prometheus-kube-prometheus-prometheus-0,0.01539350006934495,280.28515625
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0018904521830608386,50.8046875
prometheus-grafana-68589f687c-xbp7f,0.01796392984443205,343.75
prometheus-prometheus-node-exporter-9r6zb,0.001384841270124139,24.4375
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0013820441441120593,39.203125
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0008831741402871112,57.4140625
ai-failure-predictor-9c85d9fd5-zszv6,0.0018659762868503062,132.125
ai-failure-predictor-5f98c69556-mmzkr,0.0018383419100562789,174.359375
ai-prediction-7b6c54f4c9-hwsvl,0.0017374612105528777,120.625
storage-provisioner,0.0017103726982401312,31.44140625
ai-prediction-7b6c54f4c9-7zkmv,0.0015923739212743773,116.9765625
ai-prediction-7b6c54f4c9-6zfvf,0.0017300399714909281,125.71484375
ai-prediction-7b6c54f4c9-fgc5k,0.0017515317731329149,115.953125
my-nginx-5b584c864b-vrlxm,0.0,25.16015625
kube-proxy-8qcpv,0.0009122886671219711,41.29296875
ai-prediction-7b6c54f4c9-ww4s4,0.0017189881145631834,120.98828125
coredns-668d6bf9bc-hmppb,0.002359784749027889,42.39453125
etcd-minikube,0.027282233807689023,138.7578125
kube-controller-manager-minikube,0.019697995308014835,101.42578125
metrics-server-8467fcc7b7-ljv6z,0.0038328152166103927,40.22265625
kube-scheduler-minikube,0.008351101011976923,44.91015625
kube-apiserver-minikube,0.053229836159016795,563.05859375
prometheus-prometheus-kube-prometheus-prometheus-0,0.015584135098775074,285.54296875
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0019965450034186935,50.85546875
prometheus-grafana-68589f687c-xbp7f,0.017658987190014554,351.62890625
prometheus-prometheus-node-exporter-9r6zb,0.0012432365810527237,24.078125
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0013902961389652695,39.17578125
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.000968208434765445,56.40234375
ai-failure-predictor-9c85d9fd5-zszv6,0.0018496148220714318,132.109375
ai-failure-predictor-5f98c69556-mmzkr,0.0018124162095861656,174.359375
ai-prediction-7b6c54f4c9-hwsvl,0.0016827515274060012,120.625
storage-provisioner,0.0018257485135588123,31.02734375
ai-prediction-7b6c54f4c9-7zkmv,0.0016267772386680816,116.96875
ai-prediction-7b6c54f4c9-6zfvf,0.0017512461757243623,125.4609375
ai-prediction-7b6c54f4c9-fgc5k,0.0017851707983871543,115.9453125
my-nginx-5b584c864b-vrlxm,0.0,25.14453125
kube-proxy-8qcpv,0.0007193679493899918,41.97265625
ai-prediction-7b6c54f4c9-ww4s4,0.001737067018399866,120.97265625
coredns-668d6bf9bc-hmppb,0.0022810207515317933,44.6484375
etcd-minikube,0.02742481890331381,140.375
kube-controller-manager-minikube,0.02004096251654704,101.1328125
metrics-server-8467fcc7b7-ljv6z,0.003944006474067907,40.3359375
kube-scheduler-minikube,0.008153858792689568,44.64453125
kube-apiserver-minikube,0.05374686711601909,574.578125
prometheus-prometheus-kube-prometheus-prometheus-0,0.016128876337098856,285.04296875
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.001941440558300184,50.75390625
prometheus-grafana-68589f687c-xbp7f,0.018276256091116074,355.6328125
prometheus-prometheus-node-exporter-9r6zb,0.0014342810621688763,24.64453125
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0013826932328127766,38.55078125
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0010039793469565849,55.0234375
ai-failure-predictor-9c85d9fd5-zszv6,0.001892833510118925,131.91015625
ai-failure-predictor-5f98c69556-mmzkr,0.0019194145489573725,172.0546875
ai-prediction-7b6c54f4c9-hwsvl,0.001685781803999428,120.625
storage-provisioner,0.0017917434744465458,31.65625
ai-prediction-7b6c54f4c9-7zkmv,0.0016486340293433378,116.703125
ai-prediction-7b6c54f4c9-6zfvf,0.0017279481074267296,125.1484375
ai-prediction-7b6c54f4c9-fgc5k,0.0017362635195933298,115.671875
my-nginx-5b584c864b-vrlxm,0.0,25.12890625
kube-proxy-8qcpv,0.0006136051159084525,41.98046875
ai-prediction-7b6c54f4c9-ww4s4,0.0016455745112536303,120.84375
coredns-668d6bf9bc-hmppb,0.0023411039469458843,44.70703125
etcd-minikube,0.025639153155575363,140.68359375
kube-controller-manager-minikube,0.01951204017984862,101.0703125
metrics-server-8467fcc7b7-ljv6z,0.0038335717507803953,40.3359375
kube-scheduler-minikube,0.008178417094511534,44.62890625
kube-apiserver-minikube,0.052819549342875714,574.48046875
prometheus-prometheus-kube-prometheus-prometheus-0,0.01509258883930798,282.34765625
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0017897051669465962,51.3828125
prometheus-grafana-68589f687c-xbp7f,0.01892257043209786,355.5703125
prometheus-prometheus-node-exporter-9r6zb,0.0012592091638622838,25.07421875
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0013935794901090565,38.546875
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0009596525832852031,54.453125
ai-failure-predictor-9c85d9fd5-zszv6,0.001840868202212705,131.87890625
ai-failure-predictor-5f98c69556-mmzkr,0.0018594543375831498,171.71484375
ai-prediction-7b6c54f4c9-hwsvl,0.001676076604889695,120.625
storage-provisioner,0.0016291581176470595,31.671875
ai-prediction-7b6c54f4c9-7zkmv,0.0016326864646264308,116.6875
ai-prediction-7b6c54f4c9-6zfvf,0.0017113622310509233,125.046875
ai-prediction-7b6c54f4c9-fgc5k,0.0017132142920597735,115.65625
my-nginx-5b584c864b-vrlxm,0.0,25.08984375
kube-proxy-8qcpv,0.0006535503116556746,41.9140625
ai-prediction-7b6c54f4c9-ww4s4,0.001661517884570691,120.80078125
coredns-668d6bf9bc-hmppb,0.0022292369283061684,44.75
etcd-minikube,0.026322314645100868,140.9453125
kube-controller-manager-minikube,0.01959242691853932,101.078125
metrics-server-8467fcc7b7-ljv6z,0.0037629538421154445,40.3203125
kube-scheduler-minikube,0.008110480503831972,44.6015625
kube-apiserver-minikube,0.05352057183990981,562.86328125
prometheus-prometheus-kube-prometheus-prometheus-0,0.01596389145383639,282.68359375
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0018603997233757772,51.1796875
prometheus-grafana-68589f687c-xbp7f,0.018396336327193306,355.87890625
prometheus-prometheus-node-exporter-9r6zb,0.001339614883922764,25.31640625
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0013282054159727795,39.00390625
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0009381555233839016,55.98828125
ai-failure-predictor-9c85d9fd5-zszv6,0.0017564138903835439,131.828125
ai-failure-predictor-5f98c69556-mmzkr,0.001829003363666396,171.20703125
ai-prediction-7b6c54f4c9-hwsvl,0.0015976995887952664,120.625
storage-provisioner,0.0017105960820351224,31.3671875
ai-prediction-7b6c54f4c9-7zkmv,0.0015330647890798414,116.671875
ai-prediction-7b6c54f4c9-6zfvf,0.0016897473377962243,125.03125
ai-prediction-7b6c54f4c9-fgc5k,0.001692090453894211,115.640625
my-nginx-5b584c864b-vrlxm,0.0,25.08984375
kube-proxy-8qcpv,0.0006887120762541077,41.9140625
ai-prediction-7b6c54f4c9-ww4s4,0.0016926319025060558,120.78515625
coredns-668d6bf9bc-hmppb,0.0021754417508201875,41.4140625
etcd-minikube,0.025816448059712283,141.1640625
kube-controller-manager-minikube,0.019259730211840687,101.22265625
metrics-server-8467fcc7b7-ljv6z,0.003727872819476899,40.32421875
kube-scheduler-minikube,0.008023647071287932,44.63671875
kube-apiserver-minikube,0.05286860778000186,564.015625
prometheus-prometheus-kube-prometheus-prometheus-0,0.016128164029142994,282.2421875
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0018414113363571863,51.18359375
prometheus-grafana-68589f687c-xbp7f,0.01821596452489749,356.0546875
prometheus-prometheus-node-exporter-9r6zb,0.0012768230390995915,24.15625
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0012878830441887112,38.89453125
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0010174696523643295,54.4140625
ai-failure-predictor-9c85d9fd5-zszv6,0.001797263066353595,131.828125
ai-failure-predictor-5f98c69556-mmzkr,0.0017350711977837587,171.20703125
ai-prediction-7b6c54f4c9-hwsvl,0.0015784923382561305,120.625
storage-provisioner,0.0017193776714709455,30.4765625
ai-prediction-7b6c54f4c9-7zkmv,0.001533370021603033,116.65625
ai-prediction-7b6c54f4c9-6zfvf,0.001607253047287229,122.31640625
ai-prediction-7b6c54f4c9-fgc5k,0.0016433898946137892,115.625
my-nginx-5b584c864b-vrlxm,0.0,25.08984375
kube-proxy-8qcpv,0.0006930764081130487,40.515625
ai-prediction-7b6c54f4c9-ww4s4,0.0016206579553324435,120.78515625
coredns-668d6bf9bc-hmppb,0.0021762354140054275,41.171875
etcd-minikube,0.02478719869225827,134.3046875
kube-controller-manager-minikube,0.017775637311893393,93.84765625
metrics-server-8467fcc7b7-ljv6z,0.003539072685560798,39.4453125
kube-scheduler-minikube,0.007636425003233611,42.72265625
kube-apiserver-minikube,0.04978668646043086,542.4609375
prometheus-prometheus-kube-prometheus-prometheus-0,0.015610637503946713,273.328125
prometheus-kube-prometheus-operator-66b74b8df7-zp8l5,0.0017832407552198387,47.0546875
prometheus-grafana-68589f687c-xbp7f,0.016792565947430782,335.8515625
prometheus-prometheus-node-exporter-9r6zb,0.0012686444528050129,23.40625
prometheus-kube-state-metrics-5bc7f89f46-vr78c,0.0012603336058302779,37.50390625
alertmanager-prometheus-kube-prometheus-alertmanager-0,0.0009117795396140076,55.55078125
ai-failure-predictor-9c85d9fd5-zszv6,0.0017275573401560494,130.66015625
ai-failure-predictor-5f98c69556-mmzkr,0.0016372337715907757,139.55859375
